text,label,language
Why is this happening in Pandas,1,en
I watched a movie yesterday.,0,en
I didn't understand Linux.,1,en
Tomorrow I'll study CSS.,0,en
Suggest the best way to learn AWS.,1,en
I didn't understand Git.,1,en
Help cheyyi RAG.,1,te
Step by step batao CSS.,1,hi
Main chai pi raha hu.,0,hi
Oka example cheppu Azure.,1,te
Nenu intiki velthunna.,0,te
Help cheyyi Git.,1,te
Mujhe Networking samjhao.,1,hi
Suggest cheyyi best way for Pandas.,1,te
Step by step explain cheyyi RAG.,1,te
Office ka kaam khatam hua.,0,hi
Na friend ni kalisanu.,0,te
I finished my lunch.,0,en
Nenu song vintunna.,0,te
How do I fix this permission error in Pandas,1,en
Weekend ki travel veltha.,0,te
Oka example cheppu RAG.,1,te
Ye kaise kaam karta hai,1,hi
Ippudu office lo unna.,0,te
Mujhe LLM samjhao.,1,hi
Weekend pe travel karunga.,0,hi
Nenu intiki velthunna.,0,te
Na friend ni kalisanu.,0,te
I'm reading a book.,0,en
Weekend pe travel karunga.,0,hi
JavaScript ante enti,1,te
I completed my work.,0,en
Why is this happening in RAG,1,en
Tomorrow I'll study FastAPI.,0,en
I'm reading a book.,0,en
Nenu intiki velthunna.,0,te
What is Linux,1,en
Help cheyyi Azure.,1,te
Weekend ki travel veltha.,0,te
Can you explain Docker,1,en
I like learning Networking.,0,en
Help karo Pandas me.,1,hi
I like learning Kubernetes.,0,en
I like learning LLM.,0,en
Aaj bahut traffic tha.,0,hi
Can you explain Pandas,1,en
Lunch ho gaya.,0,hi
Nenu intiki velthunna.,0,te
Lunch ho gaya.,0,hi
API ante enti,1,te
Ee error enduku vastundi,1,te
Can you solve this error,1,en
I completed my work.,0,en
Main chai pi raha hu.,0,hi
Best suggestion do NumPy ke liye.,1,hi
Aaj bahut traffic tha.,0,hi
Office ka kaam khatam hua.,0,hi
I'm going to the office.,0,en
OAuth ela nerchukovali,1,te
Git ela nerchukovali,1,te
Why is this happening in Linux,1,en
The weather is nice today.,0,en
Ye error kaise fix karu,1,hi
Help me understand Linux.,1,en
I watched a movie yesterday.,0,en
Kal Python practice karunga.,0,hi
How do I learn Networking,1,en
I finished my lunch.,0,en
Idi ela pani chestundi,1,te
Help cheyyi OAuth.,1,te
Aaj bahut traffic tha.,0,hi
Movie chala bagundi.,0,te
Suggest cheyyi best way for Docker.,1,te
Help me understand Azure.,1,en
Lunch ho gaya.,0,hi
Step by step batao CSS.,1,hi
Kal JavaScript practice karunga.,0,hi
Kal React practice karunga.,0,hi
Naku doubt undi OAuth meeda.,1,te
API ela nerchukovali,1,te
Nenu song vintunna.,0,te
Can you explain LLM,1,en
Tomorrow I'll study RAG.,0,en
I'm going to the office.,0,en
Main ghar ja raha hu.,0,hi
How do I learn JWT,1,en
I'm going to the office.,0,en
Azure kaise seekhun,1,hi
What is React,1,en
FastAPI kaise seekhun,1,hi
Office ka kaam khatam hua.,0,hi
I like learning React.,0,en
Aaj mausam accha hai.,0,hi
Mujhe React me doubt hai.,1,hi
Weekend pe travel karunga.,0,hi
Tomorrow I'll study CSS.,0,en
I'm reading a book.,0,en
Today is a busy day.,0,en
Naku NumPy ardham kaaledu.,1,te
Ee bug enduku vastundi,1,te
Na friend ni kalisanu.,0,te
Nenu intiki velthunna.,0,te
I'm going to the office.,0,en
The weather is nice today.,0,en
Best suggestion do Python ke liye.,1,hi
Aaj bahut traffic tha.,0,hi
Can you explain LLM,1,en
CSS ante enti,1,te
Ivala weather bagundi.,0,te
I watched a movie yesterday.,0,en
How do I fix this syntax error in OAuth,1,en
Suggest the best way to learn Python.,1,en
I didn't understand SQL.,1,en
Coffee tagutunna.,0,te
Docker ante enti,1,te
Nenu intiki velthunna.,0,te
Help cheyyi SQL.,1,te
React ka example do.,1,hi
I'm going to the office.,0,en
Tomorrow I'll study NumPy.,0,en
How do I learn LLM,1,en
Tomorrow I'll study NumPy.,0,en
Weekend ki travel veltha.,0,te
I finished my lunch.,0,en
I watched a movie yesterday.,0,en
Suggest cheyyi best way for Python.,1,te
Tomorrow I'll study Python.,0,en
NumPy ante enti,1,te
How do I learn Docker,1,en
Idi ela pani chestundi,1,te
Can you solve this crash,1,en
Aaj mausam accha hai.,0,hi
Kal movie dekhi.,0,hi
NumPy ante enti,1,te
Nenu song vintunna.,0,te
Ye kaise kaam karta hai,1,hi
Nenu intiki velthunna.,0,te
Step by step batao Pandas.,1,hi
Git ela nerchukovali,1,te
Lunch ayipoyindi.,0,te
Mujhe OAuth me doubt hai.,1,hi
Can you explain SQL,1,en
Ye kaise kaam karta hai,1,hi
Idi ela pani chestundi,1,te
I didn't understand JWT.,1,en
Tomorrow I'll study JWT.,0,en
Nenu intiki velthunna.,0,te
I watched a movie yesterday.,0,en
Today is a busy day.,0,en
Coffee tagutunna.,0,te
Step by step batao Linux.,1,hi
Mujhe Pandas samjhao.,1,hi
I'm going to the office.,0,en
Step by step explain cheyyi OAuth.,1,te
How do I learn SQL,1,en
How do I fix this bug in Git,1,en
Mujhe Docker samjhao.,1,hi
Main chai pi raha hu.,0,hi
Naku doubt undi API meeda.,1,te
Main ghar ja raha hu.,0,hi
Lunch ayipoyindi.,0,te
Office ka kaam khatam hua.,0,hi
Naku doubt undi RAG meeda.,1,te
Step by step explain cheyyi LLM.,1,te
Can you give me an example of Azure,1,en
Kal Kubernetes practice karunga.,0,hi
Docker kya hai,1,hi
Idi ela pani chestundi,1,te
Lunch ho gaya.,0,hi
I finished my lunch.,0,en
I'm reading a book.,0,en
Pandas ante enti,1,te
I'm reading a book.,0,en
Aaj bahut traffic tha.,0,hi
Main chai pi raha hu.,0,hi
Step by step batao React.,1,hi
Pandas ka example do.,1,hi
Kal CSS practice karunga.,0,hi
SQL kaise seekhun,1,hi
Weekend pe travel karunga.,0,hi
I'm listening to music.,0,en
Naku Docker ardham kaaledu.,1,te
Help karo Python me.,1,hi
Help cheyyi JWT.,1,te
Aaj bahut traffic tha.,0,hi
Coffee tagutunna.,0,te
Lunch ho gaya.,0,hi
Step by step explain cheyyi Kubernetes.,1,te
Idi ela pani chestundi,1,te
Nenu intiki velthunna.,0,te
Main chai pi raha hu.,0,hi
Today is a busy day.,0,en
Lunch ho gaya.,0,hi
Nenu intiki velthunna.,0,te
OAuth kaise seekhun,1,hi
Weekend pe travel karunga.,0,hi
Suggest cheyyi best way for React.,1,te
Suggest cheyyi best way for AWS.,1,te
Oka example cheppu Kubernetes.,1,te
Naku JWT ardham kaaledu.,1,te
Why is this happening in Git,1,en
Repu Docker practice chestha.,0,te
Help me understand FastAPI.,1,en
Can you solve this syntax error,1,en
Linux ela nerchukovali,1,te
Lunch ayipoyindi.,0,te
Naku JWT ardham kaaledu.,1,te
Repu NumPy practice chestha.,0,te
Ye kaise kaam karta hai,1,hi
Na friend ni kalisanu.,0,te
Repu Pandas practice chestha.,0,te
Help karo SQL me.,1,hi
Nenu song vintunna.,0,te
I watched a movie yesterday.,0,en
Can you solve this exception,1,en
What is AWS,1,en
Can you solve this permission error,1,en
Naku doubt undi Git meeda.,1,te
Ye syntax error kaise fix karu,1,hi
How do I fix this error in Kubernetes,1,en
RAG ka example do.,1,hi
I completed my work.,0,en
Main chai pi raha hu.,0,hi
Can you explain React,1,en
Coffee tagutunna.,0,te
Tomorrow I'll study NumPy.,0,en
The weather is nice today.,0,en
Na friend ni kalisanu.,0,te
How do I fix this warning in Networking,1,en
Help cheyyi React.,1,te
Movie chala bagundi.,0,te
Naku doubt undi Azure meeda.,1,te
I'm going to the office.,0,en
How do I learn Docker,1,en
Kal Python practice karunga.,0,hi
Mujhe LLM me doubt hai.,1,hi
Ivala weather bagundi.,0,te
Can you explain Azure,1,en
Repu Pandas practice chestha.,0,te
Step by step batao JavaScript.,1,hi
Nenu intiki velthunna.,0,te
How do I learn API,1,en
Ye kaise kaam karta hai,1,hi
Aaj mausam accha hai.,0,hi
Can you give me an example of FastAPI,1,en
I like learning React.,0,en
Can you solve this warning,1,en
Mujhe CSS me doubt hai.,1,hi
Aaj mausam accha hai.,0,hi
Oka example cheppu Networking.,1,te
Kal LLM practice karunga.,0,hi
Step by step batao Pandas.,1,hi
Help cheyyi FastAPI.,1,te
Can you solve this warning,1,en
Mujhe RAG samjhao.,1,hi
Nenu song vintunna.,0,te
The weather is nice today.,0,en
I completed my work.,0,en
Tomorrow I'll study Docker.,0,en
JWT kya hai,1,hi
Weekend pe travel karunga.,0,hi
Tomorrow I'll study FastAPI.,0,en
Idi ela pani chestundi,1,te
Movie chala bagundi.,0,te
Step by step batao Linux.,1,hi
Coffee tagutunna.,0,te
Networking ka example do.,1,hi
Help me understand FastAPI.,1,en
Mujhe Azure me doubt hai.,1,hi
Mujhe NumPy me doubt hai.,1,hi
FastAPI kaise seekhun,1,hi
Can you give me an example of CSS,1,en
I didn't understand Pandas.,1,en
Naku doubt undi Azure meeda.,1,te
Why is this happening in LLM,1,en
Tomorrow I'll study Azure.,0,en
The weather is nice today.,0,en
What is OAuth,1,en
FastAPI ante enti,1,te
Main chai pi raha hu.,0,hi
Naku doubt undi AWS meeda.,1,te
Kal movie dekhi.,0,hi
Aaj mausam accha hai.,0,hi
Step by step batao FastAPI.,1,hi
Ye kaise kaam karta hai,1,hi
SQL ela nerchukovali,1,te
Lunch ayipoyindi.,0,te
Aaj bahut traffic tha.,0,hi
The weather is nice today.,0,en
Tomorrow I'll study API.,0,en
Tomorrow I'll study Docker.,0,en
JWT kaise seekhun,1,hi
Oka example cheppu Azure.,1,te
I'm reading a book.,0,en
How do I fix this permission error in JWT,1,en
Today is a busy day.,0,en
Help me understand Docker.,1,en
I completed my work.,0,en
Best suggestion do SQL ke liye.,1,hi
Office ka kaam khatam hua.,0,hi
Best suggestion do RAG ke liye.,1,hi
Step by step explain cheyyi Python.,1,te
The weather is nice today.,0,en
Mujhe API samjhao.,1,hi
Can you give me an example of Pandas,1,en
Nenu song vintunna.,0,te
Idi ela pani chestundi,1,te
Lunch ayipoyindi.,0,te
I didn't understand Git.,1,en
Lunch ho gaya.,0,hi
How do I fix this permission error in OAuth,1,en
Main music sun raha hu.,0,hi
Idi ela pani chestundi,1,te
Nenu intiki velthunna.,0,te
Help cheyyi AWS.,1,te
Step by step batao Python.,1,hi
Ye kaise kaam karta hai,1,hi
Idi ela pani chestundi,1,te
Suggest the best way to learn AWS.,1,en
Movie chala bagundi.,0,te
Nenu intiki velthunna.,0,te
Ippudu office lo unna.,0,te
Suggest cheyyi best way for Azure.,1,te
Repu NumPy practice chestha.,0,te
Tomorrow I'll study Azure.,0,en
How do I fix this syntax error in AWS,1,en
I finished my lunch.,0,en
Networking kya hai,1,hi
RAG kya hai,1,hi
The weather is nice today.,0,en
Nenu intiki velthunna.,0,te
Main chai pi raha hu.,0,hi
Movie chala bagundi.,0,te
Idi ela pani chestundi,1,te
Aaj mausam accha hai.,0,hi
The weather is nice today.,0,en
Aaj bahut traffic tha.,0,hi
Main chai pi raha hu.,0,hi
Oka example cheppu Kubernetes.,1,te
Step by step batao Kubernetes.,1,hi
Can you solve this error,1,en
I finished my lunch.,0,en
AWS kaise seekhun,1,hi
Naku SQL ardham kaaledu.,1,te
How do I fix this error in Git,1,en
Why is this happening in Networking,1,en
Idi ela pani chestundi,1,te
Mujhe Docker me doubt hai.,1,hi
Oka example cheppu NumPy.,1,te
Mujhe API samjhao.,1,hi
Movie chala bagundi.,0,te
Can you give me an example of CSS,1,en
How do I learn API,1,en
Aaj bahut traffic tha.,0,hi
Help cheyyi Docker.,1,te
Weekend pe travel karunga.,0,hi
Main ghar ja raha hu.,0,hi
Best suggestion do RAG ke liye.,1,hi
Ippudu office lo unna.,0,te
Step by step batao NumPy.,1,hi
Ee syntax error enduku vastundi,1,te
I'm going to the office.,0,en
Coffee tagutunna.,0,te
Office ka kaam khatam hua.,0,hi
Kal movie dekhi.,0,hi
Ee timeout enduku vastundi,1,te
Coffee tagutunna.,0,te
Step by step batao React.,1,hi
I finished my lunch.,0,en
Oka example cheppu CSS.,1,te
Mujhe LLM samjhao.,1,hi
FastAPI kya hai,1,hi
Aaj mausam accha hai.,0,hi
Can you solve this warning,1,en
Lunch ayipoyindi.,0,te
Help cheyyi SQL.,1,te
React ante enti,1,te
Today is a busy day.,0,en
Repu Azure practice chestha.,0,te
Office ka kaam khatam hua.,0,hi
Step by step explain cheyyi Pandas.,1,te
I completed my work.,0,en
Oka example cheppu NumPy.,1,te
I didn't understand Pandas.,1,en
Git kaise seekhun,1,hi
Ee permission error enduku vastundi,1,te
I watched a movie yesterday.,0,en
RAG ante enti,1,te
Help karo JavaScript me.,1,hi
I watched a movie yesterday.,0,en
Nenu song vintunna.,0,te
Oka example cheppu API.,1,te
Weekend pe travel karunga.,0,hi
Nenu intiki velthunna.,0,te
Repu LLM practice chestha.,0,te
Can you explain JWT,1,en
OAuth ante enti,1,te
Main ghar ja raha hu.,0,hi
I finished my lunch.,0,en
Suggest cheyyi best way for SQL.,1,te
Idi ela pani chestundi,1,te
API kya hai,1,hi
Movie chala bagundi.,0,te
Mujhe Python me doubt hai.,1,hi
I didn't understand OAuth.,1,en
I finished my lunch.,0,en
Movie chala bagundi.,0,te
Repu Azure practice chestha.,0,te
Coffee tagutunna.,0,te
CSS kaise seekhun,1,hi
Weekend pe travel karunga.,0,hi
I completed my work.,0,en
LLM ka example do.,1,hi
Can you explain NumPy,1,en
Oka example cheppu OAuth.,1,te
How do I fix this timeout in Git,1,en
Step by step batao Git.,1,hi
Docker kya hai,1,hi
Ye timeout kaise fix karu,1,hi
I'm going to the office.,0,en
Can you give me an example of SQL,1,en
NumPy kaise seekhun,1,hi
How do I fix this permission error in AWS,1,en
Ippudu office lo unna.,0,te
Lunch ho gaya.,0,hi
Networking kya hai,1,hi
Weekend pe travel karunga.,0,hi
I finished my lunch.,0,en
Office ka kaam khatam hua.,0,hi
I completed my work.,0,en
Coffee tagutunna.,0,te
Ye kaise kaam karta hai,1,hi
Naku doubt undi Pandas meeda.,1,te
Idi ela pani chestundi,1,te
Naku doubt undi React meeda.,1,te
Why is this happening in Pandas,1,en
How do I fix this exception in Python,1,en
Naku SQL ardham kaaledu.,1,te
Suggest cheyyi best way for Pandas.,1,te
Nenu intiki velthunna.,0,te
What is JWT,1,en
Help karo Python me.,1,hi
Lunch ayipoyindi.,0,te
Repu Azure practice chestha.,0,te
Why is this happening in OAuth,1,en
Can you solve this crash,1,en
Lunch ayipoyindi.,0,te
Kal movie dekhi.,0,hi
Mujhe NumPy samjhao.,1,hi
Best suggestion do RAG ke liye.,1,hi
Can you solve this syntax error,1,en
Why is this happening in Python,1,en
Can you explain Networking,1,en
The weather is nice today.,0,en
Suggest the best way to learn FastAPI.,1,en
Nenu song vintunna.,0,te
Kal movie dekhi.,0,hi
Coffee tagutunna.,0,te
Weekend ki travel veltha.,0,te
Office ka kaam khatam hua.,0,hi
Docker ela nerchukovali,1,te
Ivala weather bagundi.,0,te
How do I fix this timeout in Git,1,en
Na friend ni kalisanu.,0,te
I watched a movie yesterday.,0,en
Help cheyyi NumPy.,1,te
Movie chala bagundi.,0,te
Ippudu office lo unna.,0,te
Lunch ho gaya.,0,hi
Lunch ayipoyindi.,0,te
How do I fix this bug in RAG,1,en
Main ghar ja raha hu.,0,hi
Main chai pi raha hu.,0,hi
I'm listening to music.,0,en
Weekend ki travel veltha.,0,te
CSS kaise seekhun,1,hi
Idi ela pani chestundi,1,te
What is Linux,1,en
Ee timeout enduku vastundi,1,te
Kal movie dekhi.,0,hi
Aaj bahut traffic tha.,0,hi
React ka example do.,1,hi
Ye kaise kaam karta hai,1,hi
I didn't understand Pandas.,1,en
Ee exception enduku vastundi,1,te
How do I learn Kubernetes,1,en
Docker kaise seekhun,1,hi
Naku doubt undi Networking meeda.,1,te
How do I learn FastAPI,1,en
I watched a movie yesterday.,0,en
I didn't understand Networking.,1,en
Help karo LLM me.,1,hi
Today is a busy day.,0,en
Mujhe Pandas me doubt hai.,1,hi
I'm reading a book.,0,en
Ye kaise kaam karta hai,1,hi
SQL ante enti,1,te
Ivala weather bagundi.,0,te
Suggest the best way to learn Networking.,1,en
Help karo JWT me.,1,hi
Lunch ayipoyindi.,0,te
Can you give me an example of Docker,1,en
Help karo Linux me.,1,hi
I'm going to the office.,0,en
Weekend pe travel karunga.,0,hi
Step by step explain cheyyi Azure.,1,te
Main music sun raha hu.,0,hi
Naku RAG ardham kaaledu.,1,te
Suggest the best way to learn AWS.,1,en
Suggest cheyyi best way for Git.,1,te
How do I learn NumPy,1,en
How do I learn Azure,1,en
Ye permission error kaise fix karu,1,hi
Kal movie dekhi.,0,hi
Weekend pe travel karunga.,0,hi
Help cheyyi Kubernetes.,1,te
Help cheyyi Linux.,1,te
Step by step batao Networking.,1,hi
How do I learn JavaScript,1,en
Can you solve this exception,1,en
Office ka kaam khatam hua.,0,hi
Tomorrow I'll study NumPy.,0,en
Aaj mausam accha hai.,0,hi
OAuth ka example do.,1,hi
Repu Python practice chestha.,0,te
RAG ante enti,1,te
Naku doubt undi FastAPI meeda.,1,te
Main chai pi raha hu.,0,hi
Na friend ni kalisanu.,0,te
RAG ela nerchukovali,1,te
I like learning Git.,0,en
Lunch ayipoyindi.,0,te
Best suggestion do RAG ke liye.,1,hi
Nenu song vintunna.,0,te
Can you give me an example of Python,1,en
I finished my lunch.,0,en
Tomorrow I'll study Linux.,0,en
React kya hai,1,hi
Nenu song vintunna.,0,te
Help karo FastAPI me.,1,hi
Office ka kaam khatam hua.,0,hi
I finished my lunch.,0,en
Coffee tagutunna.,0,te
Today is a busy day.,0,en
Help karo Docker me.,1,hi
FastAPI ante enti,1,te
Coffee tagutunna.,0,te
Suggest the best way to learn Kubernetes.,1,en
Idi ela pani chestundi,1,te
I watched a movie yesterday.,0,en
Ye problem kaise fix karu,1,hi
Aaj mausam accha hai.,0,hi
Ippudu office lo unna.,0,te
How do I learn LLM,1,en
I watched a movie yesterday.,0,en
Linux ante enti,1,te
Ye kaise kaam karta hai,1,hi
How do I fix this syntax error in NumPy,1,en
Naku JavaScript ardham kaaledu.,1,te
Suggest cheyyi best way for CSS.,1,te
Suggest the best way to learn Kubernetes.,1,en
Suggest cheyyi best way for JWT.,1,te
I'm going to the office.,0,en
The weather is nice today.,0,en
How do I fix this syntax error in Docker,1,en
Mujhe Git samjhao.,1,hi
Linux ka example do.,1,hi
Today is a busy day.,0,en
Can you solve this bug,1,en
Tomorrow I'll study CSS.,0,en
I like learning NumPy.,0,en
Suggest the best way to learn JavaScript.,1,en
Suggest cheyyi best way for OAuth.,1,te
I didn't understand React.,1,en
OAuth ka example do.,1,hi
The weather is nice today.,0,en
Na friend ni kalisanu.,0,te
SQL ela nerchukovali,1,te
Idi ela pani chestundi,1,te
Naku doubt undi Linux meeda.,1,te
Main chai pi raha hu.,0,hi
The weather is nice today.,0,en
Tomorrow I'll study JavaScript.,0,en
React kaise seekhun,1,hi
Git ela nerchukovali,1,te
Aaj bahut traffic tha.,0,hi
I completed my work.,0,en
Azure ka example do.,1,hi
Can you give me an example of LLM,1,en
Step by step explain cheyyi React.,1,te
Na friend ni kalisanu.,0,te
How do I fix this exception in FastAPI,1,en
Weekend ki travel veltha.,0,te
I didn't understand API.,1,en
Main chai pi raha hu.,0,hi
Kal movie dekhi.,0,hi
Weekend pe travel karunga.,0,hi
I didn't understand OAuth.,1,en
Coffee tagutunna.,0,te
Tomorrow I'll study NumPy.,0,en
Idi ela pani chestundi,1,te
I finished my lunch.,0,en
Mujhe Docker me doubt hai.,1,hi
Kal Pandas practice karunga.,0,hi
Aaj bahut traffic tha.,0,hi
Can you explain SQL,1,en
Nenu song vintunna.,0,te
I completed my work.,0,en
Nenu intiki velthunna.,0,te
Can you give me an example of Git,1,en
Main chai pi raha hu.,0,hi
Ivala weather bagundi.,0,te
Oka example cheppu AWS.,1,te
Weekend ki travel veltha.,0,te
Kal movie dekhi.,0,hi
Ee error enduku vastundi,1,te
Python ante enti,1,te
I'm going to the office.,0,en
Naku doubt undi JavaScript meeda.,1,te
Lunch ho gaya.,0,hi
Kal Linux practice karunga.,0,hi
Kal Python practice karunga.,0,hi
Kal movie dekhi.,0,hi
What is RAG,1,en
Naku doubt undi Kubernetes meeda.,1,te
Suggest the best way to learn NumPy.,1,en
Help cheyyi SQL.,1,te
Lunch ayipoyindi.,0,te
I'm going to the office.,0,en
I didn't understand FastAPI.,1,en
Lunch ho gaya.,0,hi
Movie chala bagundi.,0,te
Coffee tagutunna.,0,te
Lunch ho gaya.,0,hi
Ee permission error enduku vastundi,1,te
Main chai pi raha hu.,0,hi
Today is a busy day.,0,en
Main music sun raha hu.,0,hi
Can you give me an example of FastAPI,1,en
Tomorrow I'll study Docker.,0,en
Lunch ayipoyindi.,0,te
Help cheyyi Azure.,1,te
I like learning Docker.,0,en
Coffee tagutunna.,0,te
Help cheyyi Python.,1,te
Pandas kya hai,1,hi
Lunch ho gaya.,0,hi
Kal SQL practice karunga.,0,hi
Repu React practice chestha.,0,te
Lunch ho gaya.,0,hi
JavaScript kaise seekhun,1,hi
Suggest the best way to learn CSS.,1,en
Today is a busy day.,0,en
React ela nerchukovali,1,te
Step by step batao React.,1,hi
Tomorrow I'll study Linux.,0,en
LLM kya hai,1,hi
I'm going to the office.,0,en
I didn't understand JWT.,1,en
Step by step explain cheyyi JWT.,1,te
SQL kya hai,1,hi
Ye kaise kaam karta hai,1,hi
Tomorrow I'll study RAG.,0,en
Weekend pe travel karunga.,0,hi
How do I fix this problem in FastAPI,1,en
Pandas ante enti,1,te
Can you give me an example of OAuth,1,en
Help karo RAG me.,1,hi
Nenu intiki velthunna.,0,te
Suggest cheyyi best way for RAG.,1,te
Suggest the best way to learn Git.,1,en
Step by step explain cheyyi CSS.,1,te
